0.284293677906 0.000000000000 1 1 1 2 3 1 1 2 1 3 3 1 2 2 2 4
0.284293677906 0.000000000000 1 1 2 2 3 1 1 2 2 4 3 1 2 2 1 3
0.284293677906 0.000000000000 1 1 3 2 3 1 1 2 1 4 3 1 2 2 2 3
0.284293677906 0.000000000000 1 1 4 2 3 1 1 2 2 3 3 1 2 2 1 4
-0.450282458404 0.000000000000 1 2 1 2 3 1 1 2 1 3 3 1 2 2 2 4
-0.450282458404 0.000000000000 1 2 2 2 3 1 1 2 2 4 3 1 2 2 1 3
-0.450282458404 0.000000000000 1 2 3 2 3 1 1 2 1 4 3 1 2 2 2 3
-0.450282458404 0.000000000000 1 2 4 2 3 1 1 2 2 3 3 1 2 2 1 4
-2.542916222640 0.000000000000 1 4 1 2 3 1 1 2 1 3 3 1 2 2 2 4
-2.542916222640 0.000000000000 1 4 2 2 3 1 1 2 2 4 3 1 2 2 1 3
-2.542916222640 0.000000000000 1 4 3 2 3 1 1 2 1 4 3 1 2 2 2 3
-2.542916222640 0.000000000000 1 4 4 2 3 1 1 2 2 3 3 1 2 2 1 4
1.198518365422 0.000000000000 1 6 1 2 3 1 1 2 1 3 3 1 2 2 2 4
1.198518365422 0.000000000000 1 6 2 2 3 1 1 2 2 4 3 1 2 2 1 3
-1.198518365422 0.000000000000 1 6 3 2 3 1 1 2 1 4 3 1 2 2 2 3
-1.198518365422 0.000000000000 1 6 4 2 3 1 1 2 2 3 3 1 2 2 1 4
2.397036730843 0.000000000000 1 6 5 2 3 1 1 2 1 2 3 1 2 2 3 4
2.397036730843 0.000000000000 1 6 6 2 3 1 1 2 3 4 3 1 2 2 1 2
0.901972066482 0.000000000000 1 7 1 2 3 1 1 2 1 3 3 1 2 2 2 4
0.901972066482 0.000000000000 1 7 2 2 3 1 1 2 2 4 3 1 2 2 1 3
-0.901972066482 0.000000000000 1 7 3 2 3 1 1 2 1 4 3 1 2 2 2 3
-0.901972066482 0.000000000000 1 7 4 2 3 1 1 2 2 3 3 1 2 2 1 4
1.803944132965 0.000000000000 1 7 5 2 3 1 1 2 1 2 3 1 2 2 3 4
1.803944132965 0.000000000000 1 7 6 2 3 1 1 2 3 4 3 1 2 2 1 2
